,name,studio,theme,tags,source,rating,year,synopsis,demographic,status,eps,eps_avg_duration_in_min,rated_by
656,Jinzou Ningen Kikaider The Animation,Radix,Mecha,"Action, Drama, Sci-Fi",,6.98,2000,"The genius robotics professor, Dr. Komyoji has created Jiro (who has the ability to transform into Kikaider) – a humanoid robot tasked with the protection of Dr. Komyoji’s son, Masaru, and daughter, Mitsuko. Gifted with a conscience circuit, which has the power to simulate real emotions that helps to distinguish between “right and wrong”, Jiro must protect Mitsuko and Masaru from the evil Dr. Gil who wants Jiro to join his army and aid in his goal of world domination.

(Source: ANN)





StudioRadix

Source

ThemeMecha
DemographicShounen",Shounen,Finished,13,23,9.2K
657,Shin Tennis no Ouji-sama: U-17 World Cup,M.S.C,School,Sports,Manga,6.92,2022,"With the arrival of the U-17 World Cup, youth tennis teams from all around the world gather in Melbourne, Australia to determine which  is the best. With nine-time champion Germany vying to defend their title once more, and powerhouse nations—Switzerland, France, and the United States—determined to make things interesting, the road to victory is perilous. Although Japan is sitting at the bottom of the rankings, the addition of the nation's strongest middle school players has reinvigorated their chances at winning.

Captained by the ruthless Houou Byoudouin, Japan is ready to show the world what they are capable of. However, before the real competition starts, the teams will have a chance to prove their strength through exhibition matches. As luck would have it, Japan is slated to face off against defending champion Germany—a match they are likely to lose. To make matters worse, old allies have suddenly reappeared as sworn enemies. Before Team Japan crumbles under the pressure of the international stage, they must rise from the ashes and claim the title for themselves.

[Written by MAL Rewrite]






StudiosM.S.CStudio Kai

SourceManga

ThemeSchool
DemographicShounen",Shounen,Airing,,23,9.2K
658,Burn Up Scramble,AIC Spirits,Detective,"Action, Comedy, Drama, Sci-Fi, Ecchi",Original,6.18,2004,"AD. 2023, Tokyo. Because of the change of the society such as internationalization and enlargement of the trading, the dark side of the society also continues changing. The criminals are getting deep, and their organizations are increasing its size, then the peace and security is getting worse.
 
The government takes it seriously, and decides to introduce an innovative system. In order to cope with the special criminals, an extralegal police is founded. 

It is a special criminal team, Warriors, which consists of a few elite members. 

(Source: AnimeNfo)





StudioAIC Spirits

SourceOriginal

ThemeDetective
DemographicShounen",Shounen,Finished,12,24,9.1K
659,Taiho Shichau zo: Full Throttle,Studio Deen,"Adult Cast, Detective, Workplace","Action, Comedy",Manga,7.21,2007,"Miyuki Kobayakawa, fresh from forensics training in the United States and Natsumi Tsujimoto, from completing Japanese Self-Defense Force (JSDF) ranger training return in the long-awaited 3rd season of the highly popular series. This time, the duo rejoins active duty at Bokuto Police Department, fighting against crime using their wits and brawn, plus having some misadventures along the way. 

(Source: ANN)





StudioStudio Deen

SourceManga

ThemesAdult CastDetectiveWorkplace
DemographicShounen",Shounen,Finished,23,24,9.1K
660,Generator Gawl,Tatsunoko Production,Time Travel,"Action, Adventure, Comedy, Drama, Sci-Fi",Original,6.89,1998,"Ryo, Gawl and Koji are 3 young boys who travel back into the past with only 1 objective: change history. In their time they discover that their country, Kubere, uses genetically enhanced persons called generators as a military tool. These generators are the cause for the Third War which kills most of the human population. Now Koji, Ryo and Gawl are there to change all the events. 

(Source: ANN) 





StudioTatsunoko Production

SourceOriginal

ThemeTime Travel
DemographicShounen",Shounen,Finished,12,24,9.1K
661,H2,Production Reed,Team Sports,"Comedy, Romance, Sports",Manga,7.24,1995,"Hiro has two loves: baseball and porn, but due to an elbow injury, gives up baseball, choosing a school with no baseball team. His childhood friend Hikari attends a different school with baseball ace Hideo. The two of them wish that Hiro had not given up baseball. Hiro joins the soccer team and meets Haruka, a very clumsy girl who is also the daughter of his father's boss. Haruka is the manager of the unofficial baseball club at Hiro's school. When the soccer team challenges the baseball club to a game, with hopes of humiliating them, the baseball club nearly loses until Hiro, disgusted by the soccer team's arrogance, switches to the baseball club. 

(Source: ANN)





StudioProduction Reed

SourceManga

ThemeTeam Sports
DemographicShounen",Shounen,Finished,41,24,9.1K
662,Rockman.EXE Stream,Xebec,"Mecha, School, Strategy Game","Action, Adventure, Sci-Fi",Game,7.05,2004,"A comet burns in the sky, its brilliant light shining down upon the people of Earth. At that time, a giant army of viruses invade the real world, crushing everything in their path. Netto and Enzan use cross fusion to intervene, but are whisked away to an unknown location, only to be confronted by the one responsible for the attack - Duo! 

(Source: Official Site)





StudioXebec

SourceGame

ThemesMechaSchoolStrategy Game
DemographicShounen",Shounen,Finished,51,25,9.0K
663,Shoubushi Densetsu Tetsuya,Toei Animation,"Historical, Strategy Game",,Manga,7.55,2000,"In the year 1947, the people of Shinjuku are down on their luck. With little money to buy food or necessities, some resort to gambling in order to survive. Traveling Tetsuya chooses to spend his time at Mahjong parlors where he is wiping the floor clean with his adversaries. However, when Tetsuya meets the intensely skilled Boushu-san, he realizes that his skills are still lacking.

(Source: ANN)





StudioToei Animation

SourceManga

ThemesHistoricalStrategy Game
DemographicShounen",Shounen,Finished,20,23,9.0K
665,Meitantei Conan: Zero no Tea Time,TMS Entertainment,Detective,"Slice, of, Life",Manga,6.95,2022,"Anime adaptation of the spin-off manga Meitantei Conan: Zero no Tea Time that focuses on the life of the triple agent as he attempts to keep all his different roles in check.





StudioTMS Entertainment

SourceManga

ThemeDetective
DemographicShounen",Shounen,Finished,6,15,8.9K
666,Jikuu Tantei Genshi-kun,Group TAC,Time Travel,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi",Original,6.34,1998,"It is the 25th century. The dark lord has 'infected' history with time-devices that could damage history beyond repair. Genshi and his father lived in the prehistorics when they got turned into fossiles. They are discovered and Genshi gets turned back to his original state. With the help of his father, a boy Tony and a girl Sara he has to travel trough time to bring the time-devices back to the land of time so history will be saved.

(Source: ANN)





StudioGroup TAC

SourceOriginal

ThemeTime Travel
DemographicShounen",Shounen,Finished,39,25,8.9K
667,Stop!! Hibari-kun!,Toei Animation,"Crossdressing, Gag Humor",Comedy,Manga,7.02,1983,"A teenage boy has now moved in the home of his mother's friend, because she had died a while back. It just so happens that the Yakuza family has four beautiful daughters, but one daughter, Hibari, who is more beautiful then the rest of the daughters, is actually a boy. Hibari just can't keep his hands off our hero and so their crazy yet happy lives go on. 

(Source: ANN)





StudioToei Animation

SourceManga

ThemesCrossdressingGag Humor
DemographicShounen",Shounen,Finished,35,24,8.9K
668,Nanaka 6/17,J.C.Staff,Shounen,"Comedy, Drama, Romance, Slice, of, Life",Manga,6.58,2003,"Seventeen-year-old Nanaka Kirisato is a high school student serious about her studies and goals in life. She frequently criticizes her best friend, Nenji Nagihara, for being a childish delinquent who spends his time fighting other boys. Then one day, after a heated argument with Nenji, she falls off a flight of stairs and suffers a brain injury, resulting in her mind reverting to that of a six-year-old. With this in mind, Nanaka's father and Nenji must keep her injury a secret as she struggles to live a normal life and grow up all over again. 

(Source: ANN)





StudioJ.C.Staff

SourceManga

DemographicShounen",Shounen,Finished,12,25,8.9K
669,Koutetsu Sangokushi,Picture Magic,Historical,Adventure,,6.3,2007,"The Imperial Seal has been passed down through the generations since ancient times. It confers great power unto the warriors that it chooses. This is the story of those warriors.

It is a time of chaos and of civil war. It is a time when great armies clash in titanic battles and great heroes carve their names in history. It is also a time of death and destruction, when the people of the land live in constant fear of the sword. Onto this stage steps the reluctant Rikuson (Lu Xun), whose family had been the guardians of the Imperial Seal up until it was stolen by Sonsaku. At the behest of his mentor Rikuson offers his services to Sonsaku with the intention of confirming the will of the Imperial Seal. However, assassins strike down Sonsaku and the Imperial Seal is lost. So begins, Rikuson’s journey to recover the Imperial Seal and discover his destiny.

(Source: AniDB)





StudioPicture Magic

Source

ThemeHistorical
DemographicShounen",Shounen,Finished,25,24,8.8K
670,Chou Robot Seimeitai Transformers Micron Densetsu,Actas,Mecha,"Action, Sci-Fi",,6.8,2003,"On the mechanical planet of Cybertron live super robotic organisms known as Transformers. There, mainly consisting of convoys, the Cybertron army, and their old enemy Destron fell into conflict to gain hold of a new power to join their side. A new breed of Transformers known as the Microns. But, grieving over the battle the Microns set off to the other end of the universe. 4 million years later, on Earth, 3 young children activated a mysterious panel inside a cave. And somehow, that was the dormant Micron...





StudioActas

Source

ThemeMecha
DemographicShounen",Shounen,Finished,52,24,8.8K
671,Battle Athletess Daiundoukai (TV),AIC,School,"Action, Adventure, Comedy, Drama, Sci-Fi, Sports",Original,6.91,1997,"Akari Kanzaki has just joined an all-girls academy in hopes of entering the University Satellite, an elite sports training facility. She wants to win the title of Cosmo Beauty - a title held years ago by her mother. It's not an easy task for her as fear, doubt and peer pressure get in her way, but friends, rivals and fans slowly encourage her to overcome her obstacles and become the best of the Battle Athletes. 

(Source: ANN)





StudioAIC

SourceOriginal

ThemeSchool
DemographicShounen",Shounen,Finished,26,22,8.8K
